YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1878,1,-12,-77,CENTRAL PERU,PERU,Probable Tsunami,,,1.5,,Few (~1 to 50 people)
1878,11,35.18,-120.731,S. CALIFORNIA,USA,Probable Tsunami,,,1.5,Limited (<$1 million),Few (~1 to 50 people)
1915,2,-14.18,-169.66,"MANUA ISLANDS, AMERICAN SAMOA",USA TERRITORY,Very Doubtful Tsunami,,,,,Few (~1 to 50 people)
1883,10,59.4,-153.4,"COOK INLET, AK",USA,Definite Tsunami,,,3,Limited (<$1 million),Few (~1 to 50 people)
1899,2,38.7,-28.2,AZORES,PORTUGAL,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1911,1,14.002,120.993,"TAAL, LUZON ISLAND",PHILIPPINES,Definite Tsunami,,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1900,10,-4,140,BISMARCK SEA,INDONESIA,Probable Tsunami,6.9,,1.5,Limited (<$1 million),Few (~1 to 50 people)
1875,3,-20,168.5,"LIFOU ISLAND, LOYALTY ISLANDS",NEW CALEDONIA,Probable Tsunami,8,,2.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1918,9,45.5,151.5,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.2,33,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1918,8,5.5,123,CELEBES SEA,PHILIPPINES,Definite Tsunami,8.3,33,2.5,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1917,6,-15.5,-173,SAMOA ISLANDS,SAMOA,Definite Tsunami,8.3,25,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1914,5,-1.829,136.943,NW. IRIAN JAYA,INDONESIA,Definite Tsunami,8.1,15,2,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1901,8,-22,170,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.9,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1897,9,6,122,SULU SEA,PHILIPPINES,Definite Tsunami,8.7,33,2.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1882,9,10,-79,SAN BLAS ARCHIPELAGO,PANAMA,Definite Tsunami,7.9,40,1,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1884,1,-34.917,-56.167,MONTEVIDEO,URUGUAY,Questionable Tsunami,,,,,Some (~51 to 100 people)
1895,3,-8.4,150.1,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.3,,2,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1905,7,37.4,142.6,JAPAN:  OFF FUKUSHIMA,JAPAN,Probable Tsunami,7,33,,,Some (~51 to 100 people)
1902,2,13.5,-89.5,EL SALVADOR-GUATEMALA,EL SALVADOR,Probable Tsunami,7,,2,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1871,3,2.28,125.425,RUANG,INDONESIA,Definite Tsunami,,,3.5,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1899,1,-3,152,"EAST COAST, NEW IRELAND",PAPUA NEW GUINEA,Probable Tsunami,,,1.5,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1920,12,40.5,19.5,ALBANIAN COASTS,ALBANIA,Very Doubtful Tsunami,5.6,,5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1918,10,18.7,-67.189,PUERTO RICO: MONA PASSAGE,USA TERRITORY,Definite Tsunami,7.1,15,,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1907,1,2,94.5,NW. SUMATRA,INDONESIA,Definite Tsunami,7.6,50,2,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1906,1,1,-81.5,OFF COAST,ECUADOR,Definite Tsunami,8.8,25,3,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1877,5,-21.5,-70.5,NORTHERN CHILE,CHILE,Definite Tsunami,8.3,,3.5,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1896,6,39.5,144,SANRIKU,JAPAN,Definite Tsunami,8.3,,3.8,Extreme (~$25 million or more),Very Many (~1001 or more people)
1908,12,38.17,15.58,"MESSINA STRAIT, IONIAN SEA",ITALY,Definite Tsunami,7,40,5,Extreme (~$25 million or more),Very Many (~1001 or more people)
1899,9,-3,128.5,BANDA SEA,INDONESIA,Definite Tsunami,7.8,,3,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1888,3,-5.52,148.121,RITTER ISLAND,PAPUA NEW GUINEA,Definite Tsunami,,,3.5,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1883,8,-6.102,105.423,KRAKATAU,INDONESIA,Definite Tsunami,,,4,Extreme (~$25 million or more),Very Many (~1001 or more people)
1922,9,24.5,122,TAIWAN,TAIWAN,Very Doubtful Tsunami,7.6,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1929,8,-23.7,-70.4,NORTHERN CHILE,CHILE,Questionable Tsunami,,,2.5,,
1952,9,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Definite Tsunami,,,-1,,
1953,6,-2.4,147.4,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,,,1,Limited (<$1 million),
1952,9,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Definite Tsunami,,,-1,,
1928,3,-6.102,105.423,KRAKATAU,INDONESIA,Very Doubtful Tsunami,,,,,
1923,2,-35.33,-72.42,CENTRAL CHILE,CHILE,Probable Tsunami,,,1.5,,
1935,11,19.5,-155.5,HAWAII,USA,Very Doubtful Tsunami,,8,2,Limited (<$1 million),
1928,,48.967,-58,"CURLING, NEWFOUNDLAND",CANADA,Very Doubtful Tsunami,,,,,
1966,11,-10.28,166.23,"MOHAWK BAY, SANTA CRUZ ISLANDS",SOLOMON ISLANDS,Very Doubtful Tsunami,,,-0.5,,
1963,3,-8.342,115.508,LESSER SUNDA: BALI: AGUNG VOLCANO,INDONESIA,Questionable Tsunami,,,2,,Very Many (~1001 or more people)
1923,3,-26.3,-80.1,SAN FELIX ISLAND,CHILE,Very Doubtful Tsunami,,,4,,
1959,2,40.63,22.97,"GRECIAN ARCHIPELAGO, CRETE",GREECE,Very Doubtful Tsunami,,,3,,
1933,1,49.12,154.508,"KHARIMKOTAN, N. KURIL ISLANDS",RUSSIA,Definite Tsunami,6,33,2,,Few (~1 to 50 people)
1951,12,-9.02,157.95,KAVACHI,SOLOMON ISLANDS,Probable Tsunami,,,,,
1930,3,-6.102,105.423,KRAKATAU,INDONESIA,Very Doubtful Tsunami,,,,,
1952,9,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Definite Tsunami,,,-1,,
1954,10,67.47,-32.283,"APUTITEQ POINT, GREENLAND",GREENLAND,Questionable Tsunami,,,,,
1956,3,55.978,160.587,KAMCHATKA,RUSSIA,Questionable Tsunami,,,,,
1931,8,38.4,-27.1,AZORES,PORTUGAL,Very Doubtful Tsunami,,,,Limited (<$1 million),
1936,10,58.6,-137.1,"LITUYA BAY, AK",USA,Definite Tsunami,,,4,,
1937,9,58,165,KAMCHATKA,RUSSIA,Very Doubtful Tsunami,5.8,,,,
1928,3,-23.7,-70.4,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,,,2,,
1952,9,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Definite Tsunami,,,,Limited (<$1 million),Few (~1 to 50 people)
1946,11,48.092,153.2,N. KURIL ISLANDS,RUSSIA,Probable Tsunami,,,,,
1934,8,33.7,-118.2,S. CALIFORNIA,USA,Event that only caused a seiche or disturbance in an inland river,,,3,Limited (<$1 million),
1961,3,-9.43,159.95,"HONIARA, GUADALCANAL",SOLOMON ISLANDS,Questionable Tsunami,,,,Limited (<$1 million),
1967,12,-63,-60.5,"TELEPHONE BAY, DECEPCION ISLAND",ANTARCTICA,Very Doubtful Tsunami,,,0,,
1958,10,-16.829,168.536,KUWAE VOLCANO,VANUATU,Very Doubtful Tsunami,,,0,,
1926,7,49.21,-2.131,ENGLISH CHANNEL,UK,Very Doubtful Tsunami,,,,,
1924,7,-43.95,-176.567,CHATHAM I.,NEW ZEALAND,Very Doubtful Tsunami,,,1,Limited (<$1 million),
1953,3,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Definite Tsunami,,,-1,,
1926,1,-10.061,159.215,SOLOMON SEA,SOLOMON ISLANDS,Probable Tsunami,7.5,15,,Limited (<$1 million),
1952,7,-18.5,169.25,OFF EAST COAST OF VANUATU,VANUATU,Questionable Tsunami,6.8,260,,,
1949,9,17,121.5,NORTHERN LUZON ISLAND,PHILIPPINES,Event that only caused a seiche or disturbance in an inland river,6.4,80,-4,,
1934,12,-4.2,152.2,BISMARCK SEA,PAPUA NEW GUINEA,Very Doubtful Tsunami,,,,,
1938,11,37,141.7,OFF FUKUSHIMA PREFECTURE,JAPAN,Definite Tsunami,7.1,20,-0.5,,
1956,1,-19,-70,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7.1,55,,Limited (<$1 million),Few (~1 to 50 people)
1928,4,38,23,"GRECIAN ARCHIPELAGO, CRETE",GREECE,Very Doubtful Tsunami,5.2,,,,
1953,3,50,156.5,N. KURIL ISLANDS,RUSSIA,Probable Tsunami,5.8,,,,
1926,8,37.973,-28.59,AZORES,PORTUGAL,Very Doubtful Tsunami,5.8,10,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1961,5,36.7,28.5,ASIA MINOR,TURKEY,Probable Tsunami,6.5,,,,
1931,8,-3.417,142.077,BISMARCK SEA,PAPUA NEW GUINEA,Very Doubtful Tsunami,7,35,,,
1927,10,57.69,-136.07,"SE. ALASKA, AK",USA,Probable Tsunami,7.1,25,,,
1924,8,64.15,-21.95,ICELAND: REYKJAVIK,ICELAND,Very Doubtful Tsunami,,,,,
1945,2,40.9,142.1,SANRIKU,JAPAN,Definite Tsunami,7.3,20,-1.5,,Few (~1 to 50 people)
1938,2,-3,132.3,BANDA SEA,INDONESIA,Questionable Tsunami,6,,-0.5,Limited (<$1 million),
1923,8,-18.5,-70.3,NORTHERN CHILE,CHILE,Questionable Tsunami,,33,,,
1967,12,-21.7,-69.5,NORTHERN CHILE,CHILE,Probable Tsunami,7.5,33,0,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1948,6,6,95,OFF NORTHWEST COAST,INDONESIA,Probable Tsunami,6.3,,0,,
1928,5,40,143.2,SANRIKU,JAPAN,Definite Tsunami,7,40,-2,,
1967,3,45.53,151.11,S. KURIL ISLANDS,RUSSIA,Very Doubtful Tsunami,7,38,,,
1965,8,-15.9,166.8,VANUATU ISLANDS,VANUATU,Questionable Tsunami,7.3,33,1,Limited (<$1 million),
1964,7,47.159,153.876,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.8,15,-2,,
1962,4,42.2,143.9,SE. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7,60,-3.5,,
1960,7,40.3,142.5,SANRIKU,JAPAN,Definite Tsunami,6.7,30,-3,,
1959,10,37.5,143.2,SANRIKU,JAPAN,Definite Tsunami,6.7,10,-4,,
1953,2,-12,-77.5,CENTRAL PERU,PERU,Questionable Tsunami,5.5,,,,
1950,1,-53.5,-71.5,SOUTHERN CHILE,CHILE,Very Doubtful Tsunami,7,33,,,Few (~1 to 50 people)
1943,6,41.2,143.3,SE. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7.1,20,-0.5,,
1938,5,36.7,141.4,JAPAN TRENCH,JAPAN,Definite Tsunami,7.1,,,,
1927,8,34.2,142,"KASHIMA, JAPAN",JAPAN,Definite Tsunami,6.4,20,,,
1925,5,9.3,122.7,W. LUZON ISLAND,PHILIPPINES,Questionable Tsunami,6.8,33,0.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1937,11,-3,132.3,BANDA SEA,INDONESIA,Questionable Tsunami,6,33,,,
1964,5,40.3,139,NW. HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,30,0,Moderate (~$1 to $5 million),
1957,7,-23.5,-71.5,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7,33,,,
1925,5,-26,-71.5,NORTHERN CHILE,CHILE,Questionable Tsunami,7.1,50,,,
1968,1,43.586,146.701,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.3,40,-1,,
1967,11,-28.78,-71.19,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,5.9,35,,,
1967,9,-10.6,-79.8,CENTRAL PERU,PERU,Questionable Tsunami,7,40,-1.5,,
1965,10,-42.9,-75.13,SOUTHERN CHILE,CHILE,Questionable Tsunami,6.5,28,,,
1965,8,-15.8,167.2,VANUATU ISLANDS,VANUATU,Definite Tsunami,7,13,2.5,Moderate (~$1 to $5 million),
1965,7,53.03,-167.55,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,6.5,40,-2,Limited (<$1 million),
1965,6,44.7,148.7,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.2,,-3,,
1965,3,-31.81,-71.26,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,6,58,,,
1965,2,-25.67,-70.63,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7,36,,,
1964,12,40.4,138.9,NW. HONSHU ISLAND,JAPAN,Definite Tsunami,6.3,40,-3,,
1963,12,-6.4,105.4,JAVA,INDONESIA,Questionable Tsunami,6.6,64,0,Limited (<$1 million),
1963,10,44.426,149.272,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.1,48,-2,,
1962,5,41.8,142.4,OFF COAST OF HONSHU ISLAND,JAPAN,Questionable Tsunami,5.7,60,-2,,
1962,4,38.073,142.741,SANRIKU,JAPAN,Definite Tsunami,7.2,25,-2,,
1962,3,8.008,-82.757,COSTA RICA-PANAMA,PANAMA,Probable Tsunami,6.8,35,,Limited (<$1 million),
1961,10,-36.7,-73,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,6.5,15,,Limited (<$1 million),Few (~1 to 50 people)
1961,8,42.9,145.6,SE. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7,80,-4,,
1961,8,-9.849,160.614,SOLOMON SEA,SOLOMON ISLANDS,Questionable Tsunami,6.4,25,,,
1961,7,-18.421,168.411,VANUATU ISLANDS,VANUATU,Probable Tsunami,7.3,45,-0.5,Limited (<$1 million),
1961,7,29.6,131.8,RYUKYU ISLANDS,JAPAN,Definite Tsunami,6.6,60,-3,,
1961,2,43.2,147.9,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.6,80,-0.5,,
1961,1,36.2,141.9,"KASHIMA, JAPAN",JAPAN,Definite Tsunami,6.5,20,-2,,
1961,1,36,141.9,"KASHIMA, JAPAN",JAPAN,Definite Tsunami,6.4,20,-2,,
1961,1,36,142.3,"KASHIMA, JAPAN",JAPAN,Definite Tsunami,6.8,40,-2,,
1960,11,-38.5,-75.1,SOUTHERN CHILE,CHILE,Very Doubtful Tsunami,7.4,55,,,
1960,6,-9.4,152.3,SOLOMON SEA,PAPUA NEW GUINEA,Probable Tsunami,6.6,33,0,,
1960,3,39.4,143.7,SANRIKU,JAPAN,Definite Tsunami,6.7,20,-2.5,,
1960,3,39.8,143.4,SANRIKU,JAPAN,Definite Tsunami,7.5,20,-2,Limited (<$1 million),
1959,4,44.3,149,S. KURIL ISLANDS,RUSSIA,Questionable Tsunami,5,40,-2,,
1959,2,-4,-81.5,N. PERU,PERU,Very Doubtful Tsunami,7.4,19,-2,Limited (<$1 million),
1959,1,37.5,142.2,SANRIKU,JAPAN,Definite Tsunami,6.8,40,-2,,
1958,11,44.2,148.8,S. KURIL ISLANDS,RUSSIA,Questionable Tsunami,7,29,-1,,
1958,11,-50,-115,EAST PACIFIC RISE,PACIFIC OCEAN,Very Doubtful Tsunami,6.1,,,,
1958,9,48.6,156.1,N. KURIL ISLANDS,RUSSIA,Questionable Tsunami,5,40,-1,,
1957,11,-8.57,160.72,"MALAITA ISLAND, SOLOMON ISLANDS",SOLOMON ISLANDS,Questionable Tsunami,,,,,
1957,10,-2,116,MAKASSAR STRAIT,INDONESIA,Questionable Tsunami,6,,0,,
1957,9,-8.2,107.3,SOUTH OF JAVA,INDONESIA,Probable Tsunami,5.5,,,,
1956,12,-25.5,-71,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7,33,,,
1956,3,44.3,144.1,NE. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.3,20,-2,,
1955,10,-5.1,152.924,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,7.3,35,,,
1955,9,-6.9,155.7,SOLOMON SEA,PAPUA NEW GUINEA,Probable Tsunami,6.5,33,,,
1955,5,6.5,94,LITTLE NICOBAR ISLAND,INDIA,Questionable Tsunami,7.3,,,,
1955,1,11.46,-69.57,OFF THE COAST NEAR LA VELA,VENEZUELA,Questionable Tsunami,5.5,,,Limited (<$1 million),
1954,11,38.9,142.2,"MIYAGI, JAPAN",JAPAN,Definite Tsunami,6.1,30,-1,,
1953,5,19.8,-70.7,PUERTO PLATA,DOMINICAN REPUBLIC,Questionable Tsunami,7.2,33,,,
1952,5,10.3,-85.3,COSTA RICA-PANAMA,COSTA RICA,Questionable Tsunami,6.9,64,-3,,
1952,3,19.1,-155,HAWAII,USA,Definite Tsunami,4.5,33,0,,
1950,11,-10,159.5,SOLOMON SEA,SOLOMON ISLANDS,Probable Tsunami,7.3,33,,,
1950,10,14.31,-91.917,GUATEMALA,GUATEMALA,Definite Tsunami,7.5,65,-1,Severe (~>$5 to $24 million),
1950,3,-37.8,177.2,N. NEW ZEALAND,NEW ZEALAND,Questionable Tsunami,5.8,,0,,
1949,10,-5.5,154,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.5,60,-1,,
1949,5,5,95,BANDA ACEH,INDONESIA,Questionable Tsunami,6.7,,,,
1949,1,54.6,163.5,KAMCHATKA,RUSSIA,Definite Tsunami,5.9,150,,,
1948,12,-22.5,-69,NORTHERN CHILE,CHILE,Probable Tsunami,7,100,0,,
1948,4,33.1,135.6,TOKAIDO,JAPAN,Definite Tsunami,7.2,40,-1,,
1947,11,43.8,141,W. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7,33,1,Limited (<$1 million),
1947,5,-38.42,178.88,OFF COAST OF NORTH ISLAND,NEW ZEALAND,Definite Tsunami,6.9,12,,,
1947,3,-38.85,178.87,OFF COAST OF NORTH ISLAND,NEW ZEALAND,Probable Tsunami,7.1,12,3,Limited (<$1 million),
1946,11,51.5,-174.5,"ANDREANOF ISLANDS, AK",USA,Very Doubtful Tsunami,7,40,,,
1946,9,-14,-76.25,S. PERU,PERU,Questionable Tsunami,7,70,,Moderate (~$1 to $5 million),
1946,6,49.87,-124.92,BRITISH COLUMBIA,CANADA,Definite Tsunami,7.3,,2,Limited (<$1 million),
1941,12,8.5,-84,COSTA RICA-PANAMA,COSTA RICA,Definite Tsunami,6.9,,-4,,
1941,2,40.5,-125.25,NORTHERN CALIFORNIA,USA,Event that only caused a seiche or disturbance in an inland river,6.6,,,Limited (<$1 million),
1941,1,-4.175,152.071,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,7.4,15,-2.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1940,10,-41.5,-74.5,SOUTHERN CHILE,CHILE,Very Doubtful Tsunami,7,33,,,
1939,8,22.2,-79.1,SANTA CLARA,CUBA,Questionable Tsunami,5.6,,,,
1939,5,13.5,121.25,"TAYABAS BAY, SULU SEA",PHILIPPINES,Very Doubtful Tsunami,6.5,110,0.5,,
1939,4,-27,-70.5,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7.4,100,,,
1939,3,32.3,132,SEIKAIDO,JAPAN,Definite Tsunami,6.6,20,0,Limited (<$1 million),Few (~1 to 50 people)
1938,11,36.7,142.1,SANRIKU,JAPAN,Definite Tsunami,6.9,10,-2.5,,
1938,11,37,141.5,SANRIKU,JAPAN,Definite Tsunami,6,60,-1.5,,
1963,12,-24.8,-176.6,TONGA TRENCH,TONGA,Questionable Tsunami,7.2,46,0.5,,
1962,12,52.47,-168.54,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Very Doubtful Tsunami,6.5,33,,,
1961,11,42.7,145.7,SE. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.9,60,-3.5,,
1958,4,-4.5,104,"BENGKULU, SUMATRA",INDONESIA,Questionable Tsunami,6.5,200,0.5,,
1940,10,-22,-71,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7.3,75,,,
1938,11,37,142.2,SANRIKU,JAPAN,Definite Tsunami,7,50,-3,,
1931,9,-5,102.75,SW. SUMATRA,INDONESIA,Probable Tsunami,7.4,,,Limited (<$1 million),
1931,2,-39.5,177,N. NEW ZEALAND,NEW ZEALAND,Very Doubtful Tsunami,,,,,
1926,12,-28,-71,NORTHERN CHILE,CHILE,Questionable Tsunami,6,33,0.5,,
1925,11,18.5,-107,S. MEXICO,MEXICO,Very Doubtful Tsunami,7,80,3,Moderate (~$1 to $5 million),
1922,11,-28,-72,NORTHERN CHILE,CHILE,Questionable Tsunami,7,33,,,
1928,2,49,-125,BRITISH COLUMBIA,CANADA,Questionable Tsunami,5.8,33,0,,
1927,12,55.663,160.039,KAMCHATKA,RUSSIA,Definite Tsunami,7.5,35,,,
1927,11,-44.6,-73,SOUTHERN CHILE,CHILE,Probable Tsunami,7.1,33,2,,
1927,8,37.9,142,SANRIKU,JAPAN,Definite Tsunami,6.9,10,,Limited (<$1 million),
1926,9,-9.674,159.519,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.9,35,1.5,Moderate (~$1 to $5 million),
1926,3,20.5,-155.5,HAWAII,USA,Very Doubtful Tsunami,,,,,
1925,2,60,-146,"GULF OF ALASKA, AK",USA,Probable Tsunami,6,,1,Limited (<$1 million),
1925,1,-8,115,BANDA SEA,INDONESIA,Very Doubtful Tsunami,,,0,,
1924,5,16,118,PHILIPPINES,PHILIPPINES,Definite Tsunami,6.5,,1.5,Limited (<$1 million),
1924,4,6.5,126.5,E. MINDANAO ISLAND,PHILIPPINES,Definite Tsunami,8.3,33,0.5,Severe (~>$5 to $24 million),
1924,3,49.179,142.436,TATAR STRAIT,RUSSIA,Event that only caused a seiche or disturbance in an inland river,6.8,15,,,
1923,11,-4.539,153.107,NEW BRITAIN,PAPUA NEW GUINEA,Very Doubtful Tsunami,7.1,149,,,
1923,11,-4.653,154.232,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,7.1,145,,,
1923,7,9.3,125,"BUTUAN, SULU SEA",PHILIPPINES,Very Doubtful Tsunami,5.5,,1,,
1923,6,35.4,141.8,"KASHIMA, JAPAN",JAPAN,Definite Tsunami,7.3,40,-1.5,,
1923,3,6.5,124,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,Probable Tsunami,7.2,22,0.5,,
1923,1,40.8,-124.5,N. CALIFORNIA,USA,Event that only caused a seiche or disturbance in an inland river,7.2,,,Limited (<$1 million),
1922,12,-43,173,SE. NEW ZEALAND,NEW ZEALAND,Probable Tsunami,6.3,,0,,
1922,7,5.5,95.2,"LHOKNGA, ACEH",INDONESIA,Very Doubtful Tsunami,,,0,,
1938,3,-5.1,153.1,SOLOMON SEA,PAPUA NEW GUINEA,Very Doubtful Tsunami,,,,,
1937,9,56,162.5,KAMCHATKA,RUSSIA,Probable Tsunami,5.7,33,1,,
1936,11,38.2,142.2,SANRIKU,JAPAN,Definite Tsunami,7.7,40,,,
1936,7,-24.5,-70,NORTHERN CHILE,CHILE,Definite Tsunami,7.3,60,0.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1935,11,5.5,94,CELEBES SEA,INDONESIA,Questionable Tsunami,6.5,,,,
1935,10,40.7,144.3,SANRIKU,JAPAN,Definite Tsunami,7,10,-2,,
1935,10,39.9,143.7,SANRIKU,JAPAN,Definite Tsunami,7.2,10,-1,,
1935,7,36.6,141.4,JAPAN,JAPAN,Definite Tsunami,6.5,,,,
1934,7,-11.139,165.503,SOLOMON ISLANDS,SOLOMON ISLANDS,Probable Tsunami,7.2,35,,,
1933,10,-2,-81,ECUADOR,ECUADOR,Probable Tsunami,6.9,33,1.5,,
1933,6,38.1,142.4,SANRIKU,JAPAN,Definite Tsunami,7.1,20,,,
1932,11,10.5,-64.2,CUMANA,VENEZUELA,Very Doubtful Tsunami,,,,,
1932,9,-39,177.5,N. NEW ZEALAND,NEW ZEALAND,Questionable Tsunami,6.8,,0,,
1932,9,-3.57,128.35,BANDA SEA,INDONESIA,Questionable Tsunami,6.2,17,0,Severe (~>$5 to $24 million),
1931,3,-32.5,-72,CENTRAL CHILE,CHILE,Questionable Tsunami,7.1,33,,,
1931,2,-39.5,177,N. NEW ZEALAND,NEW ZEALAND,Very Doubtful Tsunami,7.1,,0,,
1930,12,-28.5,-71,NORTHERN CHILE,CHILE,Questionable Tsunami,6,,0.5,,
1930,9,-4.423,145.46,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,6.6,35,,,
1930,9,1.2,124.57,CELEBES SEA,INDONESIA,Very Doubtful Tsunami,,,0,,
1930,7,-9.3,114.3,SOUTH OF JAVA,INDONESIA,Questionable Tsunami,6.5,100,,,
1930,6,-5.6,105.3,SOUTH OF JAVA,INDONESIA,Probable Tsunami,6,33,,,
1929,5,51,-131,BRITISH COLUMBIA,CANADA,Probable Tsunami,7,33,0,Limited (<$1 million),
1929,5,31.7,132.2,HIUGANADA,JAPAN,Definite Tsunami,7.1,30,,,
1928,11,-22.5,-70.5,NORTHERN CHILE,CHILE,Questionable Tsunami,7.1,33,,,
1928,7,-5.5,-79,N. PERU,PERU,Questionable Tsunami,7,70,,,
1928,5,-19.83,-174.36,LIFUKA ISLAND,TONGA,Questionable Tsunami,,,0.5,,
1928,5,40.8,26.8,WESTERN TURKEY,TURKEY,Questionable Tsunami,4.3,,2,,
1928,4,-13,-69.5,S. PERU,PERU,Event that only caused a seiche or disturbance in an inland river,6.8,,,,
1934,12,-19.5,-69.5,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,6.9,130,,Moderate (~$1 to $5 million),
1968,4,32.3,132.5,SEIKAIDO,JAPAN,Definite Tsunami,7.5,30,1,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1968,2,39.368,24.957,"LEMNOS ISLAND, NORTH AEGEAN SEA",GREECE,Definite Tsunami,7.2,15,3,Limited (<$1 million),Few (~1 to 50 people)
1967,8,-4.4,152.5,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,6.4,30,,,
1967,4,5.5,97.3,NORTHEAST SUMATRA,INDONESIA,Probable Tsunami,6.1,100,1.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1966,12,-25.5,-70.7,NORTHERN CHILE,CHILE,Definite Tsunami,7.8,47,0.5,Limited (<$1 million),Few (~1 to 50 people)
1966,10,-10.748,-78.638,CENTRAL PERU,PERU,Definite Tsunami,8.1,38,1.5,Extreme (~$25 million or more),Many (~101 to 1000 people)
1966,6,-10.343,160.883,SOLOMON ISLANDS,SOLOMON ISLANDS,Probable Tsunami,7.1,31,1,,
1966,3,24.1,122.6,E. TAIWAN-RYUKYU ISLANDS,TAIWAN,Probable Tsunami,7.6,48,0,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1965,8,16.3,-95.8,MEXICO,MEXICO,Definite Tsunami,7.8,,,Limited (<$1 million),Few (~1 to 50 people)
1965,3,50.32,177.93,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,7.6,20,-1,,
