Year,Entity,Number of people affected from drought,Number of people left homeless from drought,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Number of people affected by volcanic activity,Number of people left homeless from volcanic activity,Number of total people affected by volcanic activity,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Number of people left homeless from floods,Number of total people affected by floods,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,"Number of people affected by mass movements per 100,000",Number of people left homeless from storms,Number of total people affected by storms,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Number of people left homeless from landslides,Number of total people affected by landslides,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Number of people left homeless from wildfires,Number of total people affected by wildfires,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP
1930,New Zealand,0,0,,,,0,1100,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,New Zealand,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,New Zealand,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,160,,,,0,0,,,,0,0,,,,,,,,,,,
1960,New Zealand,0,0,0,0,0,0,31.4,0,0,266.9,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.005226653,0,0.005151915,0,0,0,0.0000747,0
1970,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,60,0,0,246.6,0,0,0,0,0,0.001189509,0,0,0,0,0.001189509,0,0
1980,New Zealand,0,0,0,0,0,0,702.5,0,0,21000,0,0,0,0,0,0,0,1700.7,0,0,3980,0,3,373,0,0,2550,0,0,0,0,0,0,13,0,0,0,0.074026882,0,0.05201064,0,0.015700665,0,0.006315578,0
1990,New Zealand,0,0,0,0,10000,0,0,0,0,0,7,0,7,0,0,0,0,115.5,0,0,7500,0,10.2,334.2,0,2060,5390,0,0,0,0,0,0,0,0,0,0,0.050240975,0.024009702,0,0,0.013338747,0,0.012892525,0
2000,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,725,0,11300,32150,0,52.5,248,0,0,5300,0,0,0,0,0,0,0,0,0,0,0.072575461,0,0,0.037124744,0.03038942,0,0.005061298,0
2010,New Zealand,0,0,0,0,82300,30,61573.7,0,2111180,2845000,0,0,2.3,0,0,0,0,310,0,6500,39200,0,1.2,284.2,0,5500,4910,0,0,0,0,0,0,0,0,0,0,1.789029574,0.043109996,1.722237946,0,0.021151151,0,0.002530481,0
1930,Nicaragua,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Nicaragua,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Nicaragua,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Nicaragua,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,0,26,156,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050294584,0,0.028739762,0,0.021554822,0,0,0
1970,Nicaragua,0,0,0,0,0,30000,72000,0,10000,84500,300,60,360,0,0,200,0,3800,0,0,0,0,180,465,0,0,38,0,0,0,0,0,0,0,0,0,0,9.621877827,0,9.593084187,0,0,0,0.004597304,0.024196336
1980,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,6000,41227.8,0,0,75600,0,0,0,0,0,0,0,0,0,0,2.964512094,0,0,0,0,0,2.964512094,0
1990,Nicaragua,36500,0,0,0,1800,1,641.7,0,0,2500,31769.5,0,31777,0,0,72.2,710.5,21351.6,0,0,50,0,0,101703.7,0,0,99780,0,0,0,0,0,0,0,0,0,8000,2.879816698,0.045972446,0.139446676,0,0.001029714,0,2.154280075,0.001743763
2000,Nicaragua,18800,0,0,0,0,565,747.7,0,0,0,0,0,0,0,0,0,300.4,6411.9,0,0,5,0,576.3,27514.2,0,0,300,0,576.9,0,0,0,0,1600,0,0,0,0.005846431,0,0,0,0.0000957,0,0.005750723,0
2010,Nicaragua,76000,0,0,0,0,0,1228.1,0,0,300,0,0,0,0,0,0,15,35333.7,0,0,0,0,0,4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252516,0,0.00252516,0,0,0,0,0
1900,Niger,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Niger,3200,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Niger,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Niger,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Niger,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Niger,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009745288,0,0,0,0.009745288,0,0,0
1980,Niger,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044729851,0,0,0,0.044729851,0,0,0
1990,Niger,163850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9478.1,10638.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Niger,1448455.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4647.2,26903.4,0,0,0,0,0,125.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Niger,671942.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779,192824.4,0,0,26083.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269386257,0,0,0,0.269386257,0,0,0
1970,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Nigeria,300000,0,0,0,7110.3,0,0,0,0,0,0,0,0,0,0,0,30000,30600,0,0,800,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0.005407835,0.004323028,0,0,0.001084807,0,0,0
1990,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54400,80400,0,0,6650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019655341,0,0,0,0.019655341,0,0,0
2000,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400.2,55752.1,0,0,1242.2,0,100,100,0,0,0,30,30,0,0,0,0,0,0,0,0,0.001624012,0,0,0,0.001624012,0,0,0
2010,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1080825.2,510,0,83450,0,0,1601.2,0,0,100,0,0,0,0,0,0,0,0,0,0,0.019377134,0,0,0,0.019355181,0,0.000022,0
1900,North America,0,0,,,,8456.4,17456.4,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,North America,0,0,,,,0,2.2,,,,0,0,0,,,,0,0,,,,0,9732,9752,,,,0,2.2,,,,20,20,,,,,,,,,,,
1920,North America,0,0,,,,0,16.7,,,,0,0,0,,,,0,0,,,,0,130,130,,,,0,0,,,,1100,1100,,,,,,,,,,,
1930,North America,2500,0,,,,200,212,,,,0,0,0,,,,0,0,,,,0,0,1250,,,,0,0,,,,0,0,,,,,,,,,,,
1940,North America,0,0,,,,0,0,,,,300,0,300,,,,200,200,,,,0,200,230,,,,0,0,,,,0,0,,,,,,,,,,,
1950,North America,0,0,,,,27,77,,,,0,0,0,,,,0,10700,,,,0,0,27020,,,,0,0,,,,0,0,,,,,,,,,,,
1960,North America,65021.7,0,0,0,650,4800,14622,0,0,95640,1739.1,328,2087.1,0,0,500,126,2310.8,0,0,123550,0,3450,74429.3,0,0,604869,0,2.2,0,0,0,0,0,0,0,100,0.104699915,0.0000628,0.014691649,0,0.014672765,0,0.075212166,0.0000483
1970,North America,125700,0,0,0,300700,146608.4,573413.9,0,13500,243595,17000,60,17060.3,0,0,200,5000,80889.2,0,0,118050.9,0,45960,302688.9,0,0,829623,0,0,0,0,0,0,0,0,0,10000,0.090970555,0.012756435,0.014990373,0.011860266,0.006858649,0,0.043648787,0.0000154
1980,North America,36200,0,0,0,181000,35756.5,296639.2,0,25500,1148997,3450,1750,5253.5,0,0,97700,3112.5,236275.3,0,25600,193829,0,116976,594389.8,0,371510,2877554.6,100,106,0,0,0,0,3200,0,0,428320,0.108783098,0.00358199,0.020788251,0.009568825,0.00487429,0,0.060307165,0.002939354
1990,North America,225000,0,0,0,425000,5923.5,33493.8,0,1045500,3091300,41459.6,20,41487.1,0,0,872.2,28531.9,424279.3,0,470790,3128526,0,78544.9,1262251.5,12750,6148330,11108584.5,12,42.8,0,0,0,115.4,6794.2,0,126250,435860,0.224318704,0.004908127,0.037686013,0.008080573,0.036983457,0,0.130770019,0.00000921
2000,North America,369722.1,0,0,0,498253.9,814.4,201020.6,0,76000,466485,4430,0,4430,0,0,0,6071.4,1499914.9,0,368000,1968810,0.04893063,53233.5,2581015.9,0,17418600,34068844.1,46,1061.3,0,0,0,802.4,81379.2,0,580550,1196010,0.261476319,0.00407456,0.003828127,0.000668131,0.012343096,0,0.231936825,0
2010,North America,1326135,0,0,1890000,4083966.9,1391.1,674131.6,1150000,339200,1896250,181021.6,0,181024.3,0,0,50000,11174.8,769864.7,0,1274800,5070261.5,0,54735.2,10498809.8,117500,21157059,53127845.7,5079,5337,0,0,142500,5260.6,45485.8,7800,3558000,5146840,0.335901865,0.021018272,0.009793293,0.001716202,0.02437694,0.000687946,0.25478286,0.000215135
1980,North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53190.5,955130.7,0,0,1720200,0,0,250,0,0,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51948.5,172437.2,0,0,32940,0,14864.9,63623,0,0,600050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,North Korea,3110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4868.8,230118.1,0,0,9740,0,3350,539096,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,North Macedonia,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523495466,0,0,0,0.523495466,0,0,0
2000,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10990,0,0,360,0,0,0.3,0,0,0,0,0,0,0,0,0,100000,0,0,1356.3,0.042276232,0,0,0,0.006334931,0,0,0
2010,North Macedonia,0,0,0,0,0,0,10,0,0,1000,0,0,0,0,0,0,0,14352.3,0,0,13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142561907,0,0.00936289,0,0.133199017,0,0,0
2000,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Norway,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Norway,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Norway,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,12660,30000,0,0,0,0,19420,13300,0,0,0,0,0,0,0,0,0,0,0.030833891,0,0,0,0.019732947,0,0.011100943,0
2000,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,10,0,4000,13000,0,0,0,0,0,0,0,0,0,0,0.0042087,0,0,0,0,0,0.0042087,0
2010,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Oceania,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Oceania,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Oceania,0,0,,,,0,1100,,,,750,0,750,,,,0,0,,,,0,0,0,,,,0,0,,,,390,390,,,,,,,,,,,
1940,Oceania,0,0,,,,0,0,,,,250,0,250,,,,0,0,,,,0,0,0,,,,0,0,,,,210,210,,,,,,,,,,,
1950,Oceania,0,0,,,,0,0,,,,320,0,320,,,,0,0,,,,0,0,240,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Oceania,0,0,0,0,60000,40,460.4,0,0,526.9,200,0,200,0,0,0,1000,1800,0,0,110,0,20,11920.4,0,0,25437.9,0,0,0,0,0,80,490,0,0,6950,0.276747843,0.160472618,0.001350978,0,0.000349388,0,0.095997834,0
1970,Oceania,0,0,0,0,0,50,1052.7,0,0,295,600,0,600,0,0,0,100,2497.5,0,0,19005.2,0,1520,24909.5,0,0,276991.5,0,60,0,0,246.6,0,0,0,0,2885,0.275692935,0,0.000501671,0,0.020794272,0.00015281,0.252083275,0
1980,Oceania,15100,0,0,0,603000,50,1464,0,39600,121412.5,2500,0,2500,0,0,0,0,24500.7,0,0,40764.8,0.37895413,11883.2,89682.6,0,23110,113949.4,300,300,0,0,0,1100,1227,0,0,49079.4,0.421107329,0.290616784,0.037285229,0,0.018344634,0,0.051067225,0
1990,Oceania,787663.5,0,0,0,207300,1202,4928.5,0,5000,12500,10787,4600,15390.1,0,0,11000,8400,23848.6,0,8580,111932.8,0,9490.9,457799.2,0,160080,521039.3,500,562,0,0,0,100,5616.1,0,0,15670,0.211655508,0.054572988,0.003354543,0,0.025278827,0,0.121697564,0.002801508
2000,Oceania,0,0,0,0,200000,640,2284.9,0,0,13354,5979.9,0,5979.9,0,0,0,1248.5,16675.3,0,240800,464624.7,0,1977.4,36813.1,18300,83000,264770.6,1000,1109.5,0,0,0,38.1,1780.9,0,108900,188000,0.154329832,0.042304588,0.001244908,0.004561425,0.050705669,0,0.033371849,0
2010,Oceania,272858.4,0,0,0,208790,30,117491.3,0,2111180,2851300,4250.2,0,4252.5,0,0,0,85,61325.6,0,352500,1096940,0,830,138095.4,0,847200,1529032.7,0,0,0,0,0,829.2,1262.8,0,47400,302600,0.396752017,0.012089072,0.189818438,0,0.07774274,0,0.098740462,0
1970,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,659.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.3,0,65030,395100,0,0,0,0,0,0,0,0,0,0,0.951972677,0,0,0,0,0,0.951972677,0
2010,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,620,0,2600,122100,0,0,0,0,0,0,0,0,0,0,0.208006953,0,0,0,0,0,0.208006953,0
1900,Pakistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Pakistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Pakistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Pakistan,0,0,,,,0,2500,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Pakistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,1000,1000,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Pakistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22442.7,0,0,330,0,0,40000,0,0,410,0,0,0,0,0,0,0,0,0,0,0.012588814,0,0,0,0.004711706,0,0.007877108,0
1970,Pakistan,0,0,0,0,0,520,5520,0,0,325.5,0,0,0,0,0,0,25500,1363720,0,0,116650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423437568,0,0.003657635,0,1.419779932,0,0,0
1980,Pakistan,0,0,0,0,0,0,1558,0,0,1000,0,0,0,0,0,0,100200,130490,0,0,0,0,0,87.3,0,0,0,0,10,0,0,0,0,0,0,0,0,0.003467072,0,0.003467072,0,0,0,0,0
1990,Pakistan,220000,0,0,0,24700,4206.5,21790.1,0,0,1100,0,0,0,0,0,0,296731.5,1814860.6,0,0,109223,0,22109,53637.1,0,0,1093.6,330,351.4,0,0,0,0,0,0,0,0,0.265604369,0.039222626,0.002441704,0,0.222203444,0,0.001736594,0
2000,Pakistan,0,0,0,0,0,500632,628691.6,520000,0,521050,0,0,0,0,0,0,1010,957415,0,0,70614.8,0,300,165306.9,0,0,162000,0,2.2,0,0,0,0,0,0,0,0,0.601069192,0,0.433785684,0,0.060974529,0,0.106308979,0
2010,Pakistan,468091.2,0,0,0,0,13390,83518.9,0,0,11700,0,0,0,0,0,0,736,3649543.6,0,10000,1811300,0,0,452.1,0,0,8000,0,3051.8,0,0,1800,0,0,0,0,0,0.926328913,0,0.004935927,0.000736615,0.915124836,0.001015996,0.004515539,0
2010,Palau,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1450,0,0,0,0,0,8112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,260,0,0,100,0,0,51.8,0,0,30,0,0,0,0,0,0,0,0,0,0,0.014631493,0,0,0,0.010766198,0,0.003865294,0
1970,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5064.5,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111327132,0,0,0,0.111327132,0,0,0
1980,Panama,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,700,0,0,35,0,200,873.2,0,0,6000,0,0,0,0,0,0,0,0,0,0,0.102161832,0,0,0,0.00051487,0,0.101646962,0
1990,Panama,0,0,0,0,0,900,2009.6,0,0,0,0,0,0,0,0,0,39.5,2145.6,0,0,700,0,0,755,0,0,1005,0,0,0,0,0,0,0,0,0,0,0.019789001,0,0,0,0.007311611,0,0.01247739,0
2000,Panama,0,0,0,0,0,34,141.5,0,0,0,0,0,0,0,0,0,456.5,9366.7,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,143.6,0,0,0,0.009691521,0,0,0,0.009691521,0,0,0
2010,Panama,0,0,0,0,27200,0,0,0,0,0,0,0,0,0,0,0,0,5000.5,0,0,200,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055443586,0.054948901,0,0,0.000494686,0,0,0
1930,Papua New Guinea,0,0,,,,0,0,,,,750,0,750,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Papua New Guinea,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Papua New Guinea,0,0,,,,0,0,,,,320,0,320,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Papua New Guinea,0,0,0,0,0,0,402,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027109208,0,0.027109208,0,0,0,0,0
1980,Papua New Guinea,4000,0,0,0,0,0,500,0,0,412.5,2500,0,2500,0,0,0,0,1300,0,0,1190,2.273243919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060803472,0,0.014364313,0,0.04643916,0,0,0
1990,Papua New Guinea,50000,0,0,0,0,1000,3006.7,0,0,500,10780,4600,15383.1,0,0,11000,7800,18200,0,0,4572.8,0,2250,4754,0,0,150,500,500.8,0,0,0,0,800,0,0,0,0.342315029,0,0.01005116,0,0.129349782,0,0.003015348,0.19989874
2000,Papua New Guinea,0,0,0,0,0,640,1087.1,0,0,0,4089.9,0,4089.9,0,0,0,1200,10019.3,0,0,0,0,0,16214,18300,0,0,1000,1109.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Papua New Guinea,252000,0,0,0,6000,0,54495.1,0,0,6100,1791.6,0,1791.6,0,0,0,35,28895,0,0,2700,0,0,2154.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065599679,0.027619819,0.025301219,0,0.01267864,0,0,0
1960,Paraguay,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3239,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066551299,0,0,0,0.066551299,0,0,0
1970,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,21700,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000752365,0,0,0,0.000752365,0,0,0
1980,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23000,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144537996,0,0,0,0.144537996,0,0,0
1990,Paraguay,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43057.5,0,0,668.7,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007092174,0,0,0,0.007092174,0,0,0
2000,Paraguay,27099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,82,0,1250,6085.5,0,0,0,0,0,0,0,0,0,12500,0,0,3000,0.017167619,0,0,0,0.000366798,0,0,0
2010,Paraguay,146690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108135.2,0,0,400,0,200,8712.5,0,0,2700,0,0,0,0,0,0,400,0,0,0,0.008270077,0,0,0,0.00120133,0,0.007068747,0
1910,Peru,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Peru,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Peru,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Peru,0,0,,,,0,352.5,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Peru,0,0,,,,100,122,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Peru,28460.4,0,0,0,1000,4925.6,11219.2,0,0,2010,0,0,0,0,0,0,1000,5030,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68074745,0.015574117,0.032496824,0,0.024176961,0,0,0
1970,Peru,0,0,0,0,0,7510,485126.6,0,0,56200,0,0,0,0,0,0,1030,48899,0,0,880,0,0,0,0,0,0,150,1350,0,0,2170,0,0,0,0,0,0.770445169,0,0.744781965,0,0.010004877,0.015658327,0,0
1980,Peru,0,0,0,0,0,40,2385.1,0,0,2850,0,0,0,0,0,0,1100,32501.9,0,0,720,0,0,0,0,0,0,570.6,74077.6,0,0,99180,0,0,0,0,0,0.592886199,0,0.017565656,0,0.003558656,0.571761887,0,0
1990,Peru,330000,0,0,0,28600,5183,23308.2,0,0,210,400,0,400,0,0,0,26450,84393,0,0,5000,0,0,58073,0,0,1200,120,3380.7,0,0,0,0,100,0,0,0,0.096942347,0.083140509,0.000597818,0,0.011140304,0,0.002063716,0
2000,Peru,2150,0,0,0,0,12486.5,101493.4,0,25000,90005,300,0,300,0,0,0,432.5,89954.9,0,0,0,0,0,8668.2,0,0,0,37,154.1,0,0,0,0,0,0,0,0,0.116390519,0,0.116390519,0,0,0,0,0
2010,Peru,0,0,0,0,0,442.5,3983.4,0,0,0,3104,0,3104,0,0,0,5270,358539.7,0,38000,320200,0,0,0,0,0,0,100,108.2,0,0,0,0,0,0,0,0,0.156710411,0,0,0.004952451,0.15175796,0,0,0
